NroZona;TipoNegocio;DIA;MES;ANIO;CodProducto;Producto;PrecioVenta;Cantidad
1;DESPENSA;3;10;2019;412;Producto 412;175;20
1;DESPENSA;3;10;2019;411;Producto 411;175;35
1;DESPENSA;3;10;2019;411;Producto 411;175;5
1;DESPENSA;7;10;2019;538;Producto 538;1238;1
1;DESPENSA;7;10;2019;410;Producto 410;113;12
1;DESPENSA;7;10;2019;409;Producto 409;113;12
1;DESPENSA;7;10;2019;412;Producto 412;175;35
1;DESPENSA;7;10;2019;411;Producto 411;175;35
1;DESPENSA;10;10;2019;362;Producto 362;42;18
1;DESPENSA;10;10;2019;360;Producto 360;68;12
1;DESPENSA;10;10;2019;410;Producto 410;113;24
1;DESPENSA;10;10;2019;409;Producto 409;113;24
1;DESPENSA;10;10;2019;412;Producto 412;175;100
1;DESPENSA;10;10;2019;411;Producto 411;175;130
1;DESPENSA;10;10;2019;110;Producto 110;40;10
1;DESPENSA;10;10;2019;109;Producto 109;22;10
1;DESPENSA;10;10;2019;102;Producto 102;12;15
1;DESPENSA;10;10;2019;101;Producto 101;12;40
1;DESPENSA;11;10;2019;412;Producto 412;175;34
1;DESPENSA;11;10;2019;411;Producto 411;175;40
1;DESPENSA;15;10;2019;27;Producto 27;60;15
1;DESPENSA;15;10;2019;412;Producto 412;175;75
1;DESPENSA;15;10;2019;411;Producto 411;175;90
1;DESPENSA;15;10;2019;360;Producto 360;68;24
1;DESPENSA;15;10;2019;410;Producto 410;113;24
1;DESPENSA;15;10;2019;409;Producto 409;113;12
1;DESPENSA;15;10;2019;469;Producto 469;224;10
1;DESPENSA;15;10;2019;468;Producto 468;224;5
1;DESPENSA;15;10;2019;411;Producto 411;175;6
1;DESPENSA;18;10;2019;27;Producto 27;60;10
1;DESPENSA;18;10;2019;412;Producto 412;175;65
1;DESPENSA;18;10;2019;411;Producto 411;175;80
1;DESPENSA;18;10;2019;362;Producto 362;42;18
1;DESPENSA;18;10;2019;410;Producto 410;113;12
1;DESPENSA;18;10;2019;409;Producto 409;113;12
1;DESPENSA;18;10;2019;113;Producto 113;80;6
1;DESPENSA;18;10;2019;106;Producto 106;22;2
1;DESPENSA;18;10;2019;105;Producto 105;22;2
1;DESPENSA;18;10;2019;104;Producto 104;22;2
1;DESPENSA;18;10;2019;109;Producto 109;22;10
1;DESPENSA;18;10;2019;101;Producto 101;12;25
1;DESPENSA;24;10;2019;412;Producto 412;175;25
1;DESPENSA;24;10;2019;411;Producto 411;175;40
1;DESPENSA;28;10;2019;412;Producto 412;175;75
1;DESPENSA;28;10;2019;411;Producto 411;175;100
1;DESPENSA;28;10;2019;530;Producto 530;1238;1
1;DESPENSA;28;10;2019;468;Producto 468;224;7
1;DESPENSA;28;10;2019;469;Producto 469;224;8
1;DESPENSA;28;10;2019;410;Producto 410;113;36
1;DESPENSA;28;10;2019;409;Producto 409;113;24
1;DESPENSA;31;10;2019;412;Producto 412;175;100
1;DESPENSA;31;10;2019;411;Producto 411;175;147
1;DESPENSA;31;10;2019;410;Producto 410;113;36
1;DESPENSA;31;10;2019;409;Producto 409;113;24
1;DESPENSA;1;11;2019;27;Producto 27;60;8
1;DESPENSA;1;11;2019;2609;Producto 2609;760;4
1;DESPENSA;4;11;2019;410;Producto 410;113;24
1;DESPENSA;4;11;2019;412;Producto 412;175;100
1;DESPENSA;4;11;2019;411;Producto 411;175;130
1;DESPENSA;4;11;2019;360;Producto 360;68;24
1;DESPENSA;4;11;2019;409;Producto 409;113;24
1;DESPENSA;8;11;2019;412;Producto 412;175;23
1;DESPENSA;8;11;2019;411;Producto 411;175;40
1;DESPENSA;9;11;2019;25;Producto 25;25;248
1;DESPENSA;12;11;2019;411;Producto 411;175;130
1;DESPENSA;12;11;2019;412;Producto 412;175;60
1;DESPENSA;12;11;2019;528;Producto 528;1238;1
1;DESPENSA;12;11;2019;360;Producto 360;68;12
1;DESPENSA;12;11;2019;362;Producto 362;42;18
1;DESPENSA;12;11;2019;537;Producto 537;1238;1
1;DESPENSA;12;11;2019;468;Producto 468;224;5
1;DESPENSA;12;11;2019;469;Producto 469;224;15
1;DESPENSA;12;11;2019;410;Producto 410;113;24
1;DESPENSA;12;11;2019;409;Producto 409;113;48
1;DESPENSA;12;11;2019;411;Producto 411;175;15
1;DESPENSA;14;11;2019;411;Producto 411;175;153
1;DESPENSA;14;11;2019;412;Producto 412;175;100
1;DESPENSA;14;11;2019;360;Producto 360;68;12
1;DESPENSA;14;11;2019;362;Producto 362;42;18
1;DESPENSA;14;11;2019;410;Producto 410;113;36
1;DESPENSA;15;11;2019;27;Producto 27;60;8
1;DESPENSA;19;11;2019;412;Producto 412;175;100
1;DESPENSA;19;11;2019;411;Producto 411;175;178
1;DESPENSA;19;11;2019;469;Producto 469;224;15
1;DESPENSA;19;11;2019;410;Producto 410;113;24
1;DESPENSA;19;11;2019;362;Producto 362;42;18
1;DESPENSA;19;11;2019;409;Producto 409;113;12
1;DESPENSA;22;11;2019;412;Producto 412;175;25
1;DESPENSA;22;11;2019;411;Producto 411;175;40
1;DESPENSA;25;11;2019;412;Producto 412;175;100
1;DESPENSA;25;11;2019;411;Producto 411;175;156
1;DESPENSA;25;11;2019;469;Producto 469;224;5
1;DESPENSA;25;11;2019;410;Producto 410;113;24
1;DESPENSA;25;11;2019;409;Producto 409;113;12
1;DESPENSA;25;11;2019;411;Producto 411;175;14
1;DESPENSA;2;12;2019;27;Producto 27;60;10
1;DESPENSA;3;12;2019;104;Producto 104;24,64;5
1;DESPENSA;3;12;2019;110;Producto 110;40,04;10
1;DESPENSA;3;12;2019;109;Producto 109;24,64;10
1;DESPENSA;3;12;2019;102;Producto 102;14,63;10
1;DESPENSA;3;12;2019;101;Producto 101;13,86;25
1;DESPENSA;3;12;2019;412;Producto 412;175;64
1;DESPENSA;3;12;2019;411;Producto 411;175;110
1;DESPENSA;3;12;2019;528;Producto 528;825;1
1;DESPENSA;3;12;2019;468;Producto 468;224;11
1;DESPENSA;3;12;2019;469;Producto 469;224;11
1;DESPENSA;3;12;2019;410;Producto 410;113;24
1;DESPENSA;3;12;2019;409;Producto 409;113;24
1;DESPENSA;6;12;2019;27;Producto 27;60;5
1;DESPENSA;10;12;2019;412;Producto 412;175;108
1;DESPENSA;10;12;2019;410;Producto 410;113;24
1;DESPENSA;10;12;2019;411;Producto 411;175;185
1;DESPENSA;10;12;2019;468;Producto 468;224;2
1;DESPENSA;10;12;2019;469;Producto 469;224;3
1;DESPENSA;10;12;2019;104;Producto 104;24,64;6
1;DESPENSA;10;12;2019;110;Producto 110;40,04;10
1;DESPENSA;10;12;2019;109;Producto 109;24,64;15
1;DESPENSA;10;12;2019;102;Producto 102;14,63;15
1;DESPENSA;10;12;2019;101;Producto 101;13,86;50
1;DESPENSA;10;12;2019;409;Producto 409;113;12
1;DESPENSA;10;12;2019;362;Producto 362;42;18
1;DESPENSA;10;12;2019;360;Producto 360;68;12
1;DESPENSA;11;12;2019;27;Producto 27;60;8
1;DESPENSA;13;12;2019;411;Producto 411;175;60
1;DESPENSA;13;12;2019;412;Producto 412;175;35
1;DESPENSA;13;12;2019;528;Producto 528;825;1
1;DESPENSA;13;12;2019;362;Producto 362;42;36
1;DESPENSA;13;12;2019;410;Producto 410;113;36
1;DESPENSA;13;12;2019;409;Producto 409;113;12
1;DESPENSA;13;12;2019;468;Producto 468;224;3
1;DESPENSA;13;12;2019;469;Producto 469;224;22
1;DESPENSA;13;12;2019;412;Producto 412;175;7
1;DESPENSA;13;12;2019;411;Producto 411;175;20
1;DESPENSA;17;12;2019;412;Producto 412;175;115
1;DESPENSA;17;12;2019;411;Producto 411;175;200
1;DESPENSA;17;12;2019;410;Producto 410;113;12
1;DESPENSA;17;12;2019;362;Producto 362;42;18
1;DESPENSA;17;12;2019;409;Producto 409;113;12
1;DESPENSA;23;12;2019;412;Producto 412;175;63
1;DESPENSA;23;12;2019;411;Producto 411;175;130
1;DESPENSA;23;12;2019;104;Producto 104;24,64;3
1;DESPENSA;23;12;2019;110;Producto 110;40,04;10
1;DESPENSA;23;12;2019;109;Producto 109;24,64;15
1;DESPENSA;23;12;2019;102;Producto 102;14,63;20
1;DESPENSA;23;12;2019;101;Producto 101;13,86;50
1;DESPENSA;23;12;2019;468;Producto 468;224;10
1;DESPENSA;23;12;2019;469;Producto 469;224;10
1;DESPENSA;23;12;2019;537;Producto 537;1238;1
1;DESPENSA;23;12;2019;410;Producto 410;113;24
1;DESPENSA;28;12;2019;412;Producto 412;175;40
1;DESPENSA;28;12;2019;411;Producto 411;175;80
1;DESPENSA;30;12;2019;412;Producto 412;175;70
1;DESPENSA;30;12;2019;411;Producto 411;175;130
1;DESPENSA;30;12;2019;468;Producto 468;224;12
1;DESPENSA;30;12;2019;469;Producto 469;224;23
1;DESPENSA;30;12;2019;410;Producto 410;113;12
1;DESPENSA;30;12;2019;409;Producto 409;113;12
1;FRANQUICIA;1;10;2019;2601;Producto 2601;250;2
1;FRANQUICIA;1;10;2019;529;Producto 529;1238;1
1;FRANQUICIA;1;10;2019;526;Producto 526;1238;1
1;FRANQUICIA;1;10;2019;513;Producto 513;825;1
1;FRANQUICIA;1;10;2019;511;Producto 511;825;1
1;FRANQUICIA;1;10;2019;507;Producto 507;1238;1
1;FRANQUICIA;1;10;2019;503;Producto 503;1238;1
1;FRANQUICIA;1;10;2019;782;Producto 782;163;8
1;FRANQUICIA;1;10;2019;780;Producto 780;163;7
1;FRANQUICIA;1;10;2019;1794;Producto 1794;1155;1
1;FRANQUICIA;1;10;2019;1793;Producto 1793;1155;1
1;FRANQUICIA;1;10;2019;782;Producto 782;163;25
1;FRANQUICIA;1;10;2019;780;Producto 780;163;25
1;FRANQUICIA;1;10;2019;3011;Producto 3011;392;6
1;FRANQUICIA;1;10;2019;3013;Producto 3013;30;48
1;FRANQUICIA;1;10;2019;3012;Producto 3012;30;48
1;FRANQUICIA;1;10;2019;954;Producto 954;360;5
1;FRANQUICIA;1;10;2019;951;Producto 951;360;5
1;FRANQUICIA;1;10;2019;950;Producto 950;180;6
1;FRANQUICIA;1;10;2019;539;Producto 539;1238;1
1;FRANQUICIA;1;10;2019;510;Producto 510;1238;1
1;FRANQUICIA;1;10;2019;533;Producto 533;1238;1
1;FRANQUICIA;1;10;2019;536;Producto 536;1238;1
1;FRANQUICIA;1;10;2019;525;Producto 525;1238;1
1;FRANQUICIA;1;10;2019;529;Producto 529;1238;1
1;FRANQUICIA;1;10;2019;515;Producto 515;825;1
1;FRANQUICIA;1;10;2019;526;Producto 526;1238;3
1;FRANQUICIA;1;10;2019;537;Producto 537;1238;1
1;FRANQUICIA;1;10;2019;538;Producto 538;1238;1
1;FRANQUICIA;1;10;2019;517;Producto 517;1238;1
1;FRANQUICIA;1;10;2019;503;Producto 503;1238;2
1;FRANQUICIA;1;10;2019;511;Producto 511;825;2
1;FRANQUICIA;1;10;2019;402;Producto 402;1238;1
1;FRANQUICIA;1;10;2019;520;Producto 520;1238;1
1;FRANQUICIA;1;10;2019;519;Producto 519;1238;2
1;FRANQUICIA;1;10;2019;512;Producto 512;1238;2
1;FRANQUICIA;1;10;2019;502;Producto 502;1238;1
1;FRANQUICIA;1;10;2019;543;Producto 543;1238;1
1;FRANQUICIA;1;10;2019;513;Producto 513;1238;1
1;FRANQUICIA;1;10;2019;523;Producto 523;825;1
1;FRANQUICIA;1;10;2019;501;Producto 501;1238;2
1;FRANQUICIA;1;10;2019;531;Producto 531;1238;1
1;FRANQUICIA;1;10;2019;505;Producto 505;1238;1
1;FRANQUICIA;1;10;2019;507;Producto 507;1238;2
1;FRANQUICIA;1;10;2019;514;Producto 514;825;1
1;FRANQUICIA;1;10;2019;463;Producto 463;2,86;100
1;FRANQUICIA;1;10;2019;462;Producto 462;2,27;100
1;FRANQUICIA;1;10;2019;2609;Producto 2609;760;2
1;FRANQUICIA;1;10;2019;2608;Producto 2608;950;2
1;FRANQUICIA;1;10;2019;2601;Producto 2601;250;4
1;FRANQUICIA;1;10;2019;2600;Producto 2600;575;2
1;FRANQUICIA;1;10;2019;782;Producto 782;163;10
1;FRANQUICIA;1;10;2019;780;Producto 780;163;10
1;FRANQUICIA;1;10;2019;3018;Producto 3018;193;3
1;FRANQUICIA;1;10;2019;3017;Producto 3017;193;3
1;FRANQUICIA;1;10;2019;953;Producto 953;360;5
1;FRANQUICIA;1;10;2019;951;Producto 951;360;5
1;FRANQUICIA;1;10;2019;950;Producto 950;180;6
1;FRANQUICIA;1;10;2019;948;Producto 948;180;6
1;FRANQUICIA;1;10;2019;510;Producto 510;1238;1
1;FRANQUICIA;1;10;2019;536;Producto 536;1238;1
1;FRANQUICIA;1;10;2019;529;Producto 529;1238;1
1;FRANQUICIA;1;10;2019;526;Producto 526;1238;2
1;FRANQUICIA;1;10;2019;503;Producto 503;1238;1
1;FRANQUICIA;1;10;2019;511;Producto 511;825;2
1;FRANQUICIA;1;10;2019;520;Producto 520;1238;1
1;FRANQUICIA;1;10;2019;519;Producto 519;1238;2
1;FRANQUICIA;1;10;2019;512;Producto 512;1238;2
1;FRANQUICIA;1;10;2019;502;Producto 502;1238;1
1;FRANQUICIA;1;10;2019;543;Producto 543;1238;1
1;FRANQUICIA;1;10;2019;513;Producto 513;1238;2
1;FRANQUICIA;1;10;2019;501;Producto 501;1238;1
1;FRANQUICIA;1;10;2019;531;Producto 531;1238;2
1;FRANQUICIA;1;10;2019;507;Producto 507;1238;1
1;FRANQUICIA;1;10;2019;514;Producto 514;825;1
1;FRANQUICIA;1;10;2019;2602;Producto 2602;1050;1
1;FRANQUICIA;1;10;2019;2600;Producto 2600;575;4
1;FRANQUICIA;1;10;2019;2609;Producto 2609;760;4
1;FRANQUICIA;1;10;2019;2601;Producto 2601;500;13
1;FRANQUICIA;1;10;2019;2872;Producto 2872;48;24
1;FRANQUICIA;1;10;2019;782;Producto 782;163;15
1;FRANQUICIA;1;10;2019;780;Producto 780;163;15
1;FRANQUICIA;1;10;2019;3018;Producto 3018;193;6
1;FRANQUICIA;1;10;2019;3011;Producto 3011;392;6
1;FRANQUICIA;1;10;2019;510;Producto 510;1238;1
1;FRANQUICIA;1;10;2019;536;Producto 536;1238;1
1;FRANQUICIA;1;10;2019;528;Producto 528;825;1
1;FRANQUICIA;1;10;2019;526;Producto 526;1238;2
1;FRANQUICIA;1;10;2019;517;Producto 517;1238;1
1;FRANQUICIA;1;10;2019;503;Producto 503;1238;2
1;FRANQUICIA;1;10;2019;511;Producto 511;825;1
1;FRANQUICIA;1;10;2019;520;Producto 520;1238;1
1;FRANQUICIA;1;10;2019;519;Producto 519;1238;2
1;FRANQUICIA;1;10;2019;512;Producto 512;1238;3
1;FRANQUICIA;1;10;2019;521;Producto 521;825;1
1;FRANQUICIA;1;10;2019;513;Producto 513;1238;2
1;FRANQUICIA;1;10;2019;531;Producto 531;1238;1
1;FRANQUICIA;1;10;2019;1793;Producto 1793;1155;1
1;FRANQUICIA;1;10;2019;782;Producto 782;163;15
1;FRANQUICIA;1;10;2019;780;Producto 780;163;15
1;FRANQUICIA;1;10;2019;951;Producto 951;360;5
1;FRANQUICIA;1;10;2019;950;Producto 950;180;6
1;FRANQUICIA;1;10;2019;510;Producto 510;1238;1
1;FRANQUICIA;1;10;2019;533;Producto 533;1238;1
1;FRANQUICIA;1;10;2019;539;Producto 539;1238;1
1;FRANQUICIA;1;10;2019;536;Producto 536;1238;1
1;FRANQUICIA;1;10;2019;525;Producto 525;1238;1
1;FRANQUICIA;1;10;2019;529;Producto 529;1238;1
1;FRANQUICIA;1;10;2019;528;Producto 528;825;1
1;FRANQUICIA;1;10;2019;537;Producto 537;1238;1
1;FRANQUICIA;1;10;2019;517;Producto 517;1238;1
1;FRANQUICIA;1;10;2019;503;Producto 503;1238;2
1;FRANQUICIA;1;10;2019;511;Producto 511;825;2
1;FRANQUICIA;1;10;2019;519;Producto 519;1238;2
1;FRANQUICIA;1;10;2019;512;Producto 512;1238;2
1;FRANQUICIA;1;10;2019;502;Producto 502;1238;1
1;FRANQUICIA;1;10;2019;513;Producto 513;1238;1
1;FRANQUICIA;1;10;2019;506;Producto 506;825;1
1;FRANQUICIA;1;10;2019;523;Producto 523;825;1
1;FRANQUICIA;1;10;2019;531;Producto 531;1238;1
1;FRANQUICIA;1;10;2019;505;Producto 505;1238;1
1;FRANQUICIA;1;10;2019;507;Producto 507;1238;2
1;FRANQUICIA;1;10;2019;780;Producto 780;163;15
1;FRANQUICIA;1;10;2019;782;Producto 782;163;15
1;FRANQUICIA;1;10;2019;497;Producto 497;171,21;3
1;FRANQUICIA;1;10;2019;756;Producto 756;44,42;40
1;FRANQUICIA;1;10;2019;499;Producto 499;188,29;3
1;FRANQUICIA;1;10;2019;825;Producto 825;20,6;2
1;FRANQUICIA;1;10;2019;744;Producto 744;374,16;2
1;FRANQUICIA;1;10;2019;663;Producto 663;178,78;5
1;FRANQUICIA;1;10;2019;2941;Producto 2941;628,35;10
1;FRANQUICIA;1;10;2019;782;Producto 782;163;30
1;FRANQUICIA;1;10;2019;780;Producto 780;163;30
1;FRANQUICIA;1;10;2019;954;Producto 954;360;10
1;FRANQUICIA;1;10;2019;951;Producto 951;360;5
1;FRANQUICIA;1;10;2019;949;Producto 949;180;6
1;FRANQUICIA;1;10;2019;950;Producto 950;180;6
1;FRANQUICIA;1;10;2019;948;Producto 948;180;6
1;FRANQUICIA;1;10;2019;510;Producto 510;1238;2
1;FRANQUICIA;1;10;2019;527;Producto 527;1238;3
1;FRANQUICIA;1;10;2019;533;Producto 533;1238;1
1;FRANQUICIA;1;10;2019;539;Producto 539;1238;2
1;FRANQUICIA;1;10;2019;525;Producto 525;1238;2
1;FRANQUICIA;1;10;2019;529;Producto 529;1238;3
1;FRANQUICIA;1;10;2019;515;Producto 515;825;1
1;FRANQUICIA;1;10;2019;528;Producto 528;825;2
1;FRANQUICIA;1;10;2019;526;Producto 526;1238;4
1;FRANQUICIA;1;10;2019;537;Producto 537;1238;2
1;FRANQUICIA;1;10;2019;517;Producto 517;1238;2
1;FRANQUICIA;1;10;2019;503;Producto 503;1238;4
1;FRANQUICIA;1;10;2019;511;Producto 511;825;3
1;FRANQUICIA;1;10;2019;402;Producto 402;1238;1
1;FRANQUICIA;1;10;2019;520;Producto 520;1238;1
1;FRANQUICIA;1;10;2019;519;Producto 519;1238;3
1;FRANQUICIA;1;10;2019;512;Producto 512;1238;2
1;FRANQUICIA;1;10;2019;502;Producto 502;1238;3
1;FRANQUICIA;1;10;2019;513;Producto 513;1238;3
1;FRANQUICIA;1;10;2019;522;Producto 522;825;1
1;FRANQUICIA;1;10;2019;531;Producto 531;1238;1
1;FRANQUICIA;1;10;2019;507;Producto 507;1238;4
1;FRANQUICIA;1;10;2019;1793;Producto 1793;1155;1
1;FRANQUICIA;1;10;2019;782;Producto 782;163;25
1;FRANQUICIA;1;10;2019;780;Producto 780;163;25
1;FRANQUICIA;1;10;2019;3018;Producto 3018;193;6
1;FRANQUICIA;1;10;2019;3017;Producto 3017;193;6
1;FRANQUICIA;1;10;2019;950;Producto 950;180;6
1;FRANQUICIA;1;10;2019;948;Producto 948;180;6
1;FRANQUICIA;1;10;2019;510;Producto 510;1238;1
1;FRANQUICIA;1;10;2019;533;Producto 533;1238;1
1;FRANQUICIA;1;10;2019;525;Producto 525;1238;1
1;FRANQUICIA;1;10;2019;529;Producto 529;1238;1
1;FRANQUICIA;1;10;2019;526;Producto 526;1238;2
1;FRANQUICIA;1;10;2019;537;Producto 537;1238;1
1;FRANQUICIA;1;10;2019;517;Producto 517;1238;1
1;FRANQUICIA;1;10;2019;503;Producto 503;1238;1
1;FRANQUICIA;1;10;2019;511;Producto 511;825;1
1;FRANQUICIA;1;10;2019;504;Producto 504;825;1
1;FRANQUICIA;1;10;2019;520;Producto 520;1238;1
1;FRANQUICIA;1;10;2019;519;Producto 519;1238;1
1;FRANQUICIA;1;10;2019;512;Producto 512;1238;1
1;FRANQUICIA;1;10;2019;502;Producto 502;1238;1
1;FRANQUICIA;1;10;2019;543;Producto 543;1238;1
1;FRANQUICIA;1;10;2019;521;Producto 521;825;1
1;FRANQUICIA;1;10;2019;501;Producto 501;1238;2
1;FRANQUICIA;1;10;2019;531;Producto 531;1238;1
1;FRANQUICIA;1;10;2019;507;Producto 507;1238;1
1;FRANQUICIA;1;10;2019;514;Producto 514;825;1
1;FRANQUICIA;1;10;2019;510;Producto 510;1238;1
1;FRANQUICIA;1;10;2019;525;Producto 525;1238;1
1;FRANQUICIA;1;10;2019;529;Producto 529;1238;1
1;FRANQUICIA;1;10;2019;515;Producto 515;825;1
1;FRANQUICIA;1;10;2019;526;Producto 526;1238;1
1;FRANQUICIA;1;10;2019;517;Producto 517;1238;1
1;FRANQUICIA;1;10;2019;503;Producto 503;1238;1
1;FRANQUICIA;1;10;2019;511;Producto 511;825;1
1;FRANQUICIA;1;10;2019;520;Producto 520;1238;1
1;FRANQUICIA;1;10;2019;519;Producto 519;1238;1
1;FRANQUICIA;1;10;2019;512;Producto 512;1238;1
1;FRANQUICIA;1;10;2019;513;Producto 513;1238;1
1;FRANQUICIA;1;10;2019;531;Producto 531;1238;1
1;FRANQUICIA;1;10;2019;507;Producto 507;1238;1
1;FRANQUICIA;1;10;2019;514;Producto 514;825;1
1;FRANQUICIA;2;10;2019;1798;Producto 1798;792;1
1;FRANQUICIA;2;10;2019;1797;Producto 1797;792;1
1;FRANQUICIA;2;10;2019;782;Producto 782;163;10
1;FRANQUICIA;2;10;2019;780;Producto 780;163;10
1;FRANQUICIA;2;10;2019;510;Producto 510;1238;4
1;FRANQUICIA;2;10;2019;527;Producto 527;1238;1
1;FRANQUICIA;2;10;2019;526;Producto 526;1238;6
1;FRANQUICIA;2;10;2019;537;Producto 537;1238;1
1;FRANQUICIA;2;10;2019;503;Producto 503;1238;2
1;FRANQUICIA;2;10;2019;511;Producto 511;825;6
1;FRANQUICIA;2;10;2019;519;Producto 519;1238;3
1;FRANQUICIA;2;10;2019;512;Producto 512;1238;6
1;FRANQUICIA;2;10;2019;509;Producto 509;1238;2
1;FRANQUICIA;2;10;2019;531;Producto 531;1238;2
1;FRANQUICIA;2;10;2019;999;Producto 999;10,56;40
1;FRANQUICIA;2;10;2019;127;Producto 127;120;9
1;FRANQUICIA;2;10;2019;15;Producto 15;66,67;12
1;FRANQUICIA;2;10;2019;96;Producto 96;66,67;12
1;FRANQUICIA;2;10;2019;108;Producto 108;16;50
1;FRANQUICIA;2;10;2019;104;Producto 104;24,67;40
1;FRANQUICIA;2;10;2019;106;Producto 106;24,67;40
1;FRANQUICIA;2;10;2019;102;Producto 102;13,33;50
1;FRANQUICIA;2;10;2019;101;Producto 101;13,33;50
1;FRANQUICIA;2;10;2019;93;Producto 93;13,33;50
1;FRANQUICIA;2;10;2019;2609;Producto 2609;760;4
1;FRANQUICIA;2;10;2019;2608;Producto 2608;950;4
1;FRANQUICIA;2;10;2019;2604;Producto 2604;1050;1
1;FRANQUICIA;2;10;2019;2603;Producto 2603;850;1
1;FRANQUICIA;2;10;2019;2601;Producto 2601;250;1
1;FRANQUICIA;2;10;2019;1798;Producto 1798;422,87;2
1;FRANQUICIA;2;10;2019;1797;Producto 1797;400,77;2
1;FRANQUICIA;2;10;2019;2874;Producto 2874;60;18
1;FRANQUICIA;2;10;2019;782;Producto 782;205;6
1;FRANQUICIA;2;10;2019;780;Producto 780;205;6
1;FRANQUICIA;2;10;2019;3018;Producto 3018;193;6
1;FRANQUICIA;2;10;2019;3017;Producto 3017;193;6
1;FRANQUICIA;2;10;2019;25;Producto 25;25;20
1;FRANQUICIA;2;10;2019;953;Producto 953;360;5
1;FRANQUICIA;2;10;2019;950;Producto 950;180;6
1;FRANQUICIA;2;10;2019;533;Producto 533;1238;1
1;FRANQUICIA;2;10;2019;539;Producto 539;1238;1
1;FRANQUICIA;2;10;2019;529;Producto 529;1238;1
1;FRANQUICIA;2;10;2019;515;Producto 515;825;1
1;FRANQUICIA;2;10;2019;526;Producto 526;1238;1
1;FRANQUICIA;2;10;2019;538;Producto 538;1238;1
1;FRANQUICIA;2;10;2019;537;Producto 537;1238;1
1;FRANQUICIA;2;10;2019;517;Producto 517;1238;1
1;FRANQUICIA;2;10;2019;503;Producto 503;1238;3
1;FRANQUICIA;2;10;2019;511;Producto 511;825;1
1;FRANQUICIA;2;10;2019;402;Producto 402;1238;1
1;FRANQUICIA;2;10;2019;520;Producto 520;1238;1
1;FRANQUICIA;2;10;2019;519;Producto 519;1238;2
1;FRANQUICIA;2;10;2019;502;Producto 502;1238;1
1;FRANQUICIA;2;10;2019;512;Producto 512;1238;1
1;FRANQUICIA;2;10;2019;406;Producto 406;1238;1
1;FRANQUICIA;2;10;2019;543;Producto 543;1238;1
1;FRANQUICIA;2;10;2019;501;Producto 501;1238;1
1;FRANQUICIA;2;10;2019;531;Producto 531;1238;2
1;FRANQUICIA;2;10;2019;514;Producto 514;825;1
1;FRANQUICIA;2;10;2019;512;Producto 512;1238;5
1;FRANQUICIA;2;10;2019;953;Producto 953;360;5
1;FRANQUICIA;2;10;2019;782;Producto 782;205;10
1;FRANQUICIA;2;10;2019;780;Producto 780;205;10
1;FRANQUICIA;2;10;2019;3018;Producto 3018;193;6
1;FRANQUICIA;2;10;2019;948;Producto 948;180;6
1;FRANQUICIA;2;10;2019;950;Producto 950;180;12
1;FRANQUICIA;2;10;2019;510;Producto 510;1238;2
1;FRANQUICIA;2;10;2019;533;Producto 533;1238;1
1;FRANQUICIA;2;10;2019;527;Producto 527;1238;1
1;FRANQUICIA;2;10;2019;539;Producto 539;1238;1
1;FRANQUICIA;2;10;2019;536;Producto 536;1238;2
1;FRANQUICIA;2;10;2019;525;Producto 525;1238;1
1;FRANQUICIA;2;10;2019;529;Producto 529;1238;2
1;FRANQUICIA;2;10;2019;515;Producto 515;825;1
1;FRANQUICIA;2;10;2019;530;Producto 530;1238;2
1;FRANQUICIA;2;10;2019;528;Producto 528;825;1
1;FRANQUICIA;2;10;2019;526;Producto 526;1238;5
1;FRANQUICIA;2;10;2019;517;Producto 517;1238;1
1;FRANQUICIA;2;10;2019;503;Producto 503;1238;4
1;FRANQUICIA;2;10;2019;504;Producto 504;825;1
1;FRANQUICIA;2;10;2019;402;Producto 402;1238;2
1;FRANQUICIA;2;10;2019;520;Producto 520;1238;1
1;FRANQUICIA;2;10;2019;519;Producto 519;1238;3
1;FRANQUICIA;2;10;2019;508;Producto 508;1238;1
1;FRANQUICIA;2;10;2019;502;Producto 502;1238;1
1;FRANQUICIA;2;10;2019;406;Producto 406;1238;1
1;FRANQUICIA;2;10;2019;543;Producto 543;1238;1
1;FRANQUICIA;2;10;2019;513;Producto 513;825;2
1;FRANQUICIA;2;10;2019;521;Producto 521;825;1
1;FRANQUICIA;2;10;2019;506;Producto 506;825;1
1;FRANQUICIA;2;10;2019;522;Producto 522;825;1
1;FRANQUICIA;2;10;2019;523;Producto 523;825;1
1;FRANQUICIA;2;10;2019;501;Producto 501;1238;1
1;FRANQUICIA;2;10;2019;509;Producto 509;1238;1
1;FRANQUICIA;2;10;2019;507;Producto 507;1238;1
1;FRANQUICIA;2;10;2019;514;Producto 514;825;1
1;FRANQUICIA;2;10;2019;2608;Producto 2608;950;2
1;FRANQUICIA;2;10;2019;2604;Producto 2604;1050;1
1;FRANQUICIA;2;10;2019;2600;Producto 2600;400;2
1;FRANQUICIA;2;10;2019;1798;Producto 1798;422,87;1
1;FRANQUICIA;2;10;2019;1797;Producto 1797;400,77;1
1;FRANQUICIA;2;10;2019;2877;Producto 2877;108;6
1;FRANQUICIA;2;10;2019;782;Producto 782;205;5
1;FRANQUICIA;2;10;2019;25;Producto 25;25;10
1;FRANQUICIA;2;10;2019;953;Producto 953;360;5
